"source_id"	"author"	"title"	"pub_place"	"publisher"	"pub_date"	"gender"	"gender_guess"	"ethnicity"	"occupation"	"occupation_free"	"state_born"	"state_main"	"state_died"	"born"	"died"	"words"
"Wright2-0184"	"Anonymous"	"The Baked head, and other tales"	"New York"	"G.P. Putnam"	1856											91743
"Wright2-0185"	"Delphine."	"Solon, or, The Rebellion of '61"	"Chicago"	"S.P. Rounds"	1862	"F"	1									16835
"Wright2-0187"	"Leslie, Madeline"	"Behind the curtain, or, Leelinau"	"Boston"	"A.F. Graves"	1869	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"NY"	1815	1893	43501
"Wright2-0189"	"Leslie, Madeline"	"Cora and the doctor, or, Revelations of a physician's wife"	"Boston"	"J.P. Jewett"	1855	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"NY"	1815	1893	129329
"Wright2-0191"	"Leslie, Madeline"	"The household angel in disguise"	"Boston"	"Shepard, Clark"	1857	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"NY"	1815	1893	116693
"Wright2-0193"	"Leslie, Madeline"	"Old Moll and little Agnes, or, The rich poor and the poor rich"	"Boston"	"Shepard, Clark"	1857	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"NY"	1815	1893	46163
"Wright2-0194"	"Leslie, Madeline"	"The two homes, or, Earning and spending"	"Boston"	"A.F. Graves"	1862	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"NY"	1815	1893	39574
"Wright2-0196"	"Baker, William M."	"Mose Evans"	"Cambridge [Mass.]"	"Riverside Press"	1874	"M"	1							1825	1883	68112
"Wright2-0197"	"Baker, William M."	"The new Timothy"	"New York"	"Harper & Brothers"	1870	"M"	1							1825	1883	102964
"Wright2-0198"	"Baldwin, Isaac."	"The wonderful adventures and horrible disclosures of a Louisville policeman"	"Cincinnati"	"H.M. Rulison"	1852	"M"	1									8915
"Wright2-0199"	"Baldwin, Joseph G."	"The flush times of Alabama and Mississippi"	"New York"	"D. Appleton & Company"	1853	"M"	0	"White"	"Law"	"Judge"	"VA"		"CA"	1815	1864	86235
"Wright2-0200"	"Anonymous"	"Southern and South-Western sketches"	"Richmond, Va."	"J.W. Randolph"	1855											55117
"Wright2-0204"	"Ballou, Maturin Murray"	"The gipsey daughter, or, The fortunes of a Spanish cavalier"	"Boston"	"F. Gleason"	1851	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MA"	"Egypt"	1820	1895	54810
"Wright2-0207"	"Ballou, Maturin Murray"	"The sea-witch, or, The African quadroon"	"New York"	"Samuel French"	1855	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MA"	"Egypt"	1820	1895	58059
"Wright2-0208"	"Ballou, Maturin Murray"	"The Turkish spies Ali Abubeker Kaled and Zenobia Marrita Mustapha, or, The Mohammedan prophet of 1854"	"Baltimore"	"A.R. Orton"	1855	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"	"MA"	"Egypt"	1820	1895	114540
"Wright2-0209"	"Banvard, Joseph"	"Priscilla, or, Trials for the truth"	"Boston"	"Heath and Graves"	1854	"M"	1							1810	1887	71095
"Wright2-0210"	"Barber, Joseph."	"War letters of a disbanded volunteer"	"New York"	"F.A. Brady"	1864	"M"	1									126283
"Wright2-0211"	"Barclay, Geo. Lippard"	"\"Little Cuba,\" or, Circumstantial evidence"	"Philadelphia"	"Barclay"	1873	"M"	0							1849	1886	20408
"Wright2-0212"	"Barker, B."	"The bandit of the ocean, or, The female privateer"	"New York"	"R.M. De Witt"	1855	"M"	1									59216
"Wright2-0213"	"Barlow, D. H."	"The Howards"	"Philadelphia"	"Getz & Buck"	1851											14509
"Wright2-0214"	"Barnard, Charles"	"Camilla: a tale of a violin"	"Boston"	"Loring"	1874	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	34702
"Wright2-0215"	"Barnard, Charles"	"Farming by inches, or, \"With brains, Sir\""	"Boston"	"Loring"	1869	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	26213
"Wright2-0216"	"Barnard, Charles"	"Gardening for money"	"Boston"	"Loring"	1869	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	75413
"Wright2-0217"	"Barnard, Charles"	"Money and music"	"Boston"	"H.L. Shepard"	1874	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	46924
"Wright2-0218"	"Barnard, Charles"	"My ten-rod farm, or, How I became a florist"	"Boston"	"Loring"	1869	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	27839
"Wright2-0219"	"Barnard, Charles"	"The soprano"	"Boston"	"Loring"	1869	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	41497
"Wright2-0220"	"Barnard, Charles"	"The strawberry garden"	"Boston"	"Loring"	1871	"M"	0		"Editor-Critic-Journalist"	"Journalist"	"MA"	"MA"		1838	1920	21362
"Wright2-0221"	"Barnes, Euphemia."	"Ellen Durand"	"Cincinnati"	"Moore, Wilstach, Keys"	1855	"F"	1									50593
"Wright2-0222"	"Barnes, Josiah."	"The old inn, or, The travellers' entertainment"	"New York"	"J.C. Derby"	1855	"M"	1									72734
"Wright2-0223"	"W. T. B."	"The Recluse of the Conewaga; or, The little valley of the blue spring"	"Carlisle, PA"	"E. Cornman"	1853											42078
"Wright2-0224"	"Barrell, George."	"Bubbles of fiction"	"New York"	"De Witt & Davenport"	1852	"M"	1									77834
"Wright2-0225"	"Barrington, Charles F."	"Emily, or, The orphan sisters"	"New York"	"Samuel French"	1853	"M"	1									56348
"Wright2-0226"	"Barrington, Charles F."	"Nancy Waterman, or, Woman's faith triumphant"	"New York"	"Samuel French"	1853	"M"	1									58973
"Wright2-0228"	"Bartlett, C. A., Mrs."	"Lillie Ray, or, Every cloud has a silver lining"	"Hartford, Conn."	"Press of the Case, Lockwood & Brainard Co."	1874	"F"	1							1826		46697
"Wright2-0229"	"Bartlett, Napier"	"Clarimonde"	"Richmond, Va."	"M.A. Malsby"	1863	"M"	1							1836	1877	25206
"Wright2-0230"	"Bartlett, Napier"	"Stories of the Crescent City"	"New Orleans"	"Steel & Company's Times Job Print"	1869	"M"	1							1836	1877	101050
"Wright2-0231"	"Bartol, Mary."	"Honor May"	"Boston"	"Ticknor and Fields"	1866	"F"	1									91657
"Wright2-0232"	"Barton, K."	"Io"	"New York"	"D. Appleton & Company"	1851											59826
"Wright2-0233"	"Bascom, Dick."	"The carpet-bagger in Tennessee"		"[s.n.]"	1869	"M"	1									82481
"Wright2-0234"	"Bates, Lizzie."	"Downward and upward"	"Philadelphia"	"Remsen & Haffelfinger"	1871	"F"	1									56474
"Wright2-0235"	"Bates, Lizzie."	"The Gabled House, or, Self-Sacrifice"	"Philadelphia"	"Claxton, Remsen & Haffelfinger"	1869	"F"	1									57051
"Wright2-0236"	"Bates, Lizzie."	"Had you been in his place"	"New York"	"R. Carter & Brothers"	1873	"F"	1									68910
"Wright2-0237"	"Bates, Lizzie."	"How it was paid"	"Philadelphia"	"A. Martien"	1871	"F"	1									55058
"Wright2-0239"	"Beal, Nathan Stone Reed"	"Diamond leaves from the lives of the Dimond family"	"Macedon, N.Y."	"The Author"	1872	"M"	1							1827		137759
"Wright2-0239A"	"Bean, Francis A."	"An allegory"	"Philadelphia"	"[s.n.]"	1872	"M"	1									13720
"Wright2-0240"	"Almore, Casper"	"Papers from Overlook-House"	"Philadelphia"	"J.B. Lippincott"	1866	"M"	0							1808	1878	50774
"Wright2-0240A"	"Citizen of Milwaukee."	"Garangula, the Ongua-Honwa chief"	"Milwaukee"	"Strickland"	1857											68116
"Wright2-0241"	"B. T."	"The beautiful Jewess, Rachel Mendoza"	"Philadelphia"	"E.E. Barclay"	1853											13699
"Wright2-0242B"	"Anonymous"	"The Beauty of woman's faith"	"Philadelphia"	"G.G. Evans"	1859											88584
"Wright2-0244"	"Beckwith, J. R., Mrs."	"The Winthrops"	"New York"	"Carleton"	1864	"F"	1									114422
"Wright2-0245"	"Beebe, Carrie D."	"Violets"	"Middletown, N.Y."	"Banner of Liberty Pub. House"	1873	"F"	1									105160
"Wright2-0246"	"Ravenswood."	"Edmund Dawn, or, Ever forgive"	"New York"	"G.W. Carleton"	1873											62802
"Wright2-0247"	"Beecher, Henry Ward, Mrs."	"From dawn to daylight, or, The simple story of a western home"	"New York"	"Derby & Jackson"	1859	"F"	0	"White"	"Writer"	"Writer"	"MA"	"NY"	"CT"	1812	1897	64473
"Wright2-0248"	"Beecher, Henry Ward"	"Norwood, or, Village life in New England"	"New York"	"C. Scribner"	1868	"M"	0	"White"	"Church"	"Minister"	"CT"	"NY"	"NY"	1813	1887	211595
"Wright2-0249"	"Anonymous"	"Behind the curtain"	"New York"	"G.P. Putnam"	1853											108380
"Wright2-0250"	"Belisle, D. W."	"The American family Robinson, or, The adventures of a family lost in the great desert of the West"	"Philadelphia"	"W.P. Hazard"	1854	"M"	1									83637
"Wright2-0251"	"Belisle, Orvilla S."	"The Arch Bishop, or, Romanism in the United States"	"Philadelphia"	"W.W. Smith"	1855	"F"	1									78941
"Wright2-0252"	"Belisle, Orvilla S."	"The prophets, or, Mormonism unveiled"	"London"	"Trubner"	1855	"F"	1									93005
"Wright2-0253"	"Bell, Alfreda Eva."	"Boadicea"	"Baltimore"	"A.R. Orton"	1855	"F"	1									24991
"Wright2-0254"	"Bell, Alfreda Eva."	"The rebel cousins, or, Life and love in Secessia"	"Philadelphia"	"Barclay"	1864	"F"	1									16322
"Wright2-0255"	"Thorpe, Kamba"	"Four-oaks"	"New York"	"G.W. Carleton"	1867	"F"	0	"White"			"FL"	"FL"	"AL"	1837	1900	155889
"Wright2-0256"	"Belmont, Cara."	"The city side, or, Passages from a pastor's portfolio"	"New York"	"J.C. Derby"	1854	"F"	1									57700
"Wright2-0257"	"Benauly."	"Cone cut corners"	"New York"	"Mason Brothers"	1855											115204
"Wright2-0258"	"Benauly."	"Matthew Caraby"	"Cincinnati"	"Rickey, Mallory"	1859											119123
"Wright2-0259"	"Benedict, Frank Lee"	"John Worthington's name"	"New York"	"Harper & Brothers"	1874	"M"	0							1834	1910	184343
"Wright2-0260"	"Benedict, Frank Lee"	"Miss Dorothy's charge"	"New York"	"Harper"	1873	"M"	0							1834	1910	181363
"Wright2-0261"	"Benedict, Frank Lee"	"Miss Van Kortland"	"New York"	"Harper & Brothers"	1870	"M"	0							1834	1910	172536
"Wright2-0262"	"Benedict, Frank Lee"	"Mr. Vaughan's heir"	"New York"	"Harper & Brothers"	1875	"M"	0							1834	1910	176755
"Wright2-0264"	"Benedict, Frank Lee"	"St. Simon's niece"	"New York"	"Harper & Brothers"	1875	"M"	0							1834	1910	167059
"Wright2-0265"	"Benjamin, S. G. W."	"The choice of Paris"	"New York"	"Hurd & Houghton"	1870	"M"	0	"White"	"Politics-Government-Activism"	"Diplomat"	"Greece"	"DC"		1837	1914	73376
"Wright2-0266"	"Bennett, Emerson"	"Alfred Morland, or The legacy"	"Cincinnati"	"H.M. Rulison"	1855	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	11828
"Wright2-0267"	"Bennett, Emerson"	"The artist's bride, or, The pawnbroker's heir"	"New York"	"Garrett, Dick & Fitzgerald"	1856	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	109491
"Wright2-0268"	"Bennett, Emerson"	"The bandit queen"	"New York"	"Street & Smith"	1869	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	9728
"Wright2-0269"	"Bennett, Emerson"	"The border rover"	"Philadelphia"	"T. B. Peterson & Brothers"	1857	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	118896
"Wright2-0270"	"Bennett, Emerson"	"The bride of the wilderness"	"Philadelphia"	"T. B. Peterson & Brothers"	1854	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	92271
"Wright2-0271"	"Bennett, Emerson"	"Clara Moreland, or, Adventures in the far South-West"	"Philadelphia"	"T. B. Peterson & Brothers"	1853	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	96531
"Wright2-0272"	"Bennett, Emerson"	"Ellen Norbury, or, The adventures of an orphan"	"Philadelphia"	"T. B. Peterson & Brothers"	1855	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	83829
"Wright2-0273"	"Bennett, Emerson"	"The fair rebel"	"Cincinnati"	"U.P. James"	1853	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	66650
"Wright2-0274"	"Bennett, Emerson"	"The female spy, or, Treason in the camp"	"Cincinnati"	"U.P. James"	1853	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	80038
"Wright2-0276"	"Bennett, Emerson"	"Intriguing for a princess"	"Philadelphia"	"J.W. Bradley"	1859	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	19923
"Wright2-0278"	"Bennett, Emerson"	"The orphan's trials, or, Alone in a great city"	"Philadelphia"	"T. B. Peterson & Brothers"	1874	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	85817
"Wright2-0279"	"Bennett, Emerson"	"The outlaw's daughter, or, Adventures in the South"	"Philadelphia"	"Claxton, Remsen & Haffelfinger"	1874	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	104339
"Wright2-0280"	"Bennett, Emerson"	"The phantom of the forest"	"Philadelphia"	"J.E. Potter"	1868	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	117832
"Wright2-0281"	"Bennett, Emerson"	"The pioneer's daughter ; The unknown countess"	"Philadelphia"	"T. B. Peterson & Brothers"	1851	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	43112
"Wright2-0282"	"Bennett, Emerson"	"Rosalie Du Pont, or, Treason in the camp"	"Cincinnati"	"L. Stratton"	1851	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	77056
"Wright2-0283"	"Bennett, Emerson"	"The unknown countess"	"Cincinnati"	"L. Stratton"	1851	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	54187
"Wright2-0284"	"Bennett, Emerson"	"The unknown countess, or, Crime and its results"	"Cincinnati"	"U.P. James"	1854	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	54104
"Wright2-0285"	"Bennett, Emerson"	"Viola, or, Adventures in the far South-West"	"Philadelphia"	"T. B. Peterson & Brothers"	1852	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	61597
"Wright2-0286"	"Bennett, Emerson"	"Walde-Warren"	"Philadelphia"	"T. B. Peterson & Brothers"	1852	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	42778
"Wright2-0287"	"Bennett, Emerson"	"Wild scenes on the frontiers, or, Heroes of the West"	"Philadelphia"	"Hamelin"	1859	"M"	0	"White"	"Writer"	"Writer"	"MA"	"PA"	"PA"	1822	1905	90307
"Wright2-0288"	"Butt, Martha Haines"	"Antifanaticism"	"Philadelphia"	"Lippincott, Grambo"	1853	"F"	1							1834		67556
"Wright2-0289"	"Butt, Martha Haines"	"The leisure moments of Miss Martha Haines Butt, A.M."	"New York"	"E.D. Long"	1860	"F"	1							1834		108424
"Wright2-0290"	"Bennett, Mary E."	"Poems and tales"	"New York"	"T.W. Strong"	1851	"F"	1									34048
"Wright2-0292"	"Berkley, Cora."	"The Hamiltons, or Sunshine in storm"	"New York"	"E. Dunigan (J.B. Kirker)"	1856	"F"	1									31821
"Wright2-0292A"	"Berlin, E. A. (Eliza Annie)"	"Earth angels and hidden oppression, or, The life of little Annie"	"Columbus [Ohio]"	"Nevins & Myers"	1868	"F"	1									68460
"Wright2-0293"	"Berriedale."	"Unforgiven"	"New York"	"T.W. Brown"	1869											126784
"Wright2-0294"	"Berry, Martha E."	"Bella, or, The cradle of liberty"	"Boston"	"N.D. Berry"	1874	"F"	1									102455
"Wright2-0295"	"Bickford, J. T., Mrs."	"Scandal"	"Boston"	"Shepard, Clark and Brown"	1857	"F"	1									86824
"Wright2-0296"	"Bickley, Charles Powell."	"Garnelle, or, The rover's oath of blood"	"New York"	"Garrett"	1853	"M"	1									68781
"Wright2-0297"	"Bickley, George W. L."	"Adalaska, or, The strange and mysterious family of the Cave of Genreva"	"Cincinnati"	"H.M. Rulison"	1853	"M"	1									32858
"Wright2-0300"	"Binder, William Earle."	"Madelon Hawley, or, The Jesuit and his victim"	"New York"	"H. Dayton"	1857	"M"	1									51597
"Wright2-0301"	"Binder, William Earle."	"Viola, or, The triumphs of love and faith"	"New York"	"Evans"	1858	"M"	1									51222
"Wright2-0302"	"Azile."	"Dora Raymond, or, Truth triumphant"		"[s.n.]"	1863	"F"	0									11523
"Wright2-0303"	"Anonymous"	"The Birthday gifts"	"New York"	"Sutton, Bowne"	1867											3931
"Wright2-0305"	"Blackson, Lorenzo D."	"The rise and progress of the kingdoms of light & darkness, or, The reign of Kings Alpha and Abadon"	"Philadelphia"	"J. Nicholas"	1867	"M"	1							1817		81869
"Wright2-0307"	"Blake, Lillie Devereux"	"Fettered for life, or, Lord and master"	"New York"	"Sheldon"	1874	"F"	0	"White"	"Politics-Government-Activism"	"Suffragette"	"NC"	"DC"	"NY"	1833	1913	121475
"Wright2-0308"	"Blake, Lillie Devereux"	"Rockford, or, Sunshine and storm"	"New York"	"Carleton"	1863	"F"	0	"White"	"Politics-Government-Activism"	"Suffragette"	"NC"	"DC"	"NY"	1833	1913	111421
"Wright2-0309"	"Blake, Lillie Devereux"	"Southwold"	"New York"	"Rudd & Carleton"	1859	"F"	0	"White"	"Politics-Government-Activism"	"Suffragette"	"NC"	"DC"	"NY"	1833	1913	62172
"Wright2-0311"	"Anonymous"	"Blanche Seymour"	"Philadelphia"	"J.B. Lippincott"	1873											167929
"Wright2-0311A"	"Bland, T. A."	"Farming as a profession, or, How Charles Loring made it pay"	"Boston"	"Loring"	1870	"M"	0							1830		16723
"Wright2-0312"	"Bland, William."	"The awful doom of the traitor, or The terrible fate of the deluded and guilty"	"Cincinnati"	"H.M. Rulison"	1852	"M"	1									9499
"Wright2-0313"	"Kennett, Clare"	"The yoke and burden"	"New York"	"United States Pub. Co."	1869	"F"	1									88002
"Wright2-0314"	"Moore, Bloomfield H., Mrs."	"Tight times, or, The diamond cross"	"Philadelphia"	"W.P. Hazard"	1855	"F"	0	"White"	"Business-Trade"	"Philanthropist"	"PA"	"PA"	"London"	1824	1899	125607
"Wright2-0315"	"Philalethes"	"Justo Ucundono"	"London"	"C. Dolman"	1854	"M"	0							1845	1854	70151
"Wright2-0316"	"Blunt, Ellen Key"	"Bread to my children"	"Philadelphia"	"J.B. Lippincott"	1856	"F"	1							1821	1884	14712
"Wright2-0317"	"Blunt, Ellen Key"	"The ✗mas star for the poor"	"Washington, D.C."	"G.S. Gideon"	1856	"F"	1							1821	1884	4521
"Wright2-0319"	"Bogart, W. H."	"Quentin Durward"	"Albany [N.Y.]"	"J. Munsell"	1869	"M"	0							1810	1888	25039
"Wright2-0320"	"Bolton, Sarah Knowles"	"The present problem"	"New York"	"G.P. Putnam's"	1874	"F"	0	"White"	"Business-Trade"	"Secretary"	"CT"	"MA"	"OH"	1841	1916	35436
"Wright2-0322"	"Bouton, John Bell"	"Round the block"	"New York"	"D. Appleton & Company"	1864	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"MA"			1830	1902	151131
"Wright2-0323"	"Bowen, Sue Petigru"	"Busy moments of an idle woman"	"New York"	"D. Appleton & Company"	1854	"F"	0	"White"	"Writer"	"Writer"	"SC"			1824	1875	59592
"Wright2-0324"	"Bowen, Sue Petigru"	"Gerald Gray's wife"	"Augusta, [Ga.]"	"Stockton"	1864	"F"	0	"White"	"Writer"	"Writer"	"SC"			1824	1875	73041
"Wright2-0325"	"Bowen, Sue Petigru"	"Lily"	"New York"	"Harper"	1855	"F"	0	"White"	"Writer"	"Writer"	"SC"			1824	1875	86423
"Wright2-0326"	"Bowen, Sue Petigru"	"Sylvia's world ; Crimes which the law does not reach"	"New York"	"Derby & Jackson"	1859	"F"	0	"White"	"Writer"	"Writer"	"SC"			1824	1875	72255
"Wright2-0327"	"Bowline, Charley."	"The iron tomb, or, The mock count of New York"	"Boston"	"G.H. Williams"	1852	"M"	1									54702
"Wright2-0328"	"Bowman, Jacob L."	"You and Me; or, Sketches for Both of Us"	"St. Louis"	"G. Knapp"	1867	"M"	1									65600
"Wright2-0329"	"Peppergrass, Paul"	"Mary Lee, or, The Yankee in Ireland"	"Boston"	"P. Donahoe"	1860	"M"	0	"White"	"Church"	"Priest"	"Ireland"	"MA"	"MA"	1810	1864	119681
"Wright2-0330v2"	"Peppergrass, Paul"	"The spaewife, or, The queen's secret"	"Baltimore"	"John Murphy & Co."	1853	"M"	0	"White"	"Church"	"Priest"	"Ireland"	"MA"	"MA"	1810	1864	98688
"Wright2-0331"	"Boyesen, Hjalmar Hjorth"	"Gunnar"	"Boston"	"J.R. Osgood"	1874	"M"	0	"White"	"Education"	"Professor"	"Norway"	"NY"	"NY"	1848	1895	50362
"Wright2-0332"	"Boyesen, Hjalmar Hjorth"	"A Norseman's pilgrimage"	"New York"	"Sheldon"	1875	"M"	0	"White"	"Education"	"Professor"	"Norway"	"NY"	"NY"	1848	1895	56162
"Wright2-0333"	"Brace, John Pierce"	"The fawn of the pale faces, or, Two centuries ago"	"New York"	"Appleton"	1853	"M"	1							1793	1872	54401
"Wright2-0334"	"Bradbury, Osgood."	"Agnes the beautiful, or, The gamblers' conspiracy"	"Boston"	"G.H. Williams"	1853	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	57204
"Wright2-0335"	"Bradbury, Osgood."	"Alice Barber, or, The adventures of a young woman"	"New York"	"Samuel French"	1853	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	56591
"Wright2-0336"	"Bradbury, Osgood."	"The banker's victim or, The betrayed seamstress"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	48722
"Wright2-0337"	"Bradbury, Osgood."	"The beautiful half breed, or, The border rovers"	"New York"	"R.M. De Witt"	1867	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	65737
"Wright2-0339"	"Bradbury, Osgood."	"Ellen, the pride of Broadway"	"New York"	"F.A. Brady"	1865	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	59104
"Wright2-0339A"	"Bradbury, Osgood."	"Emily, the beautiful seamstress, or, The danger of the first step"	"Boston"	"G.H. Williams"	1853	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	58334
"Wright2-0340"	"Bradbury, Osgood."	"The fair Quakeress, or The perjured lawyer"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	57210
"Wright2-0341"	"Bradbury, Osgood."	"Female depravity, or, The house of death"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	62062
"Wright2-0342"	"Bradbury, Osgood."	"The flower of the forest, or, The discarded daughter"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	58534
"Wright2-0343"	"Bradbury, Osgood."	"The gambler's league, or, The trials of a country maid"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	48168
"Wright2-0344"	"Bradbury, Osgood."	"The haunted castle, or, The abducted niece"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	56331
"Wright2-0345"	"Bradbury, Osgood."	"Jane Clark, or, Scenes in metropolitan life"	"Boston"	"G.H. Williams"	1855	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	59776
"Wright2-0347"	"Bradbury, Osgood."	"The modern Othello, or, The guilty wife"	"New York"	"R.M. De Witt"	1855	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	55565
"Wright2-0348"	"Bradbury, Osgood."	"The mutineer, or, Heaven's vengeance"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	58952
"Wright2-0349"	"Bradbury, Osgood."	"The mysterious foundling, or, The gamester's fate"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	56721
"Wright2-0350"	"Bradbury, Osgood."	"The old distiller"	"New York"	"Brognard"	1851	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	34499
"Wright2-0351"	"Bradbury, Osgood."	"The rival lovers, or, The midnight murder"	"New York"	"R.M. De Witt"	1857	"M"	0	"White"			"ME"	"ME"	"ME"	1795	1888	57340
"Wright2-0353"	"Bradford, Sarah H."	"Lewie, or, The bended twig"	"Rochester [N.Y.]"	"Wanzer, Beardsley"	1853	"F"	1							1818		57797
"Wright2-0354"	"Bradford, Sarah H."	"The Linton family, or, The fashion of this world"	"New York"	"Pudney & Russell"	1860	"F"	1							1818		73424
"Wright2-0355"	"Bradford, Sarah H."	"Ups and downs, or, Silver Lake sketches"	"Auburn, N.Y."	"J.E. Beardsley"	1854	"F"	1							1818		74819
"Wright2-0356A"	"Bradley, James A."	"A story of Ocean Grove"		"[s.n.]"	1874	"M"	1									5268
"Wright2-0357"	"Brady, James T."	"A Christmas dream"		"[s.n.]"	1860	"M"	1							1815	1869	4895
"Wright2-0358"	"Brady, James T."	"A Christmas dream"	"New York"	"D. Appleton & Company"	1860	"M"	1							1815	1869	6187
"Wright2-0359"	"Braganza."	"Tekel, or Cora Glencoe"	"Philadelphia"	"J.B. Lippincott"	1870	"M"	0									164222
"Wright2-0360"	"Brandon, Curris."	"David Woodburn, the mountain missionary"	"Boston"	"H. Hoyt"	1865	"M"	1									47281
"Wright2-0362"	"Brewster, Anne M. H."	"St. Martin's summer"	"Boston"	"Ticknor and Fields"	1866	"F"	1							1818		123698
"Wright2-0363"	"Bridges, James."	"The collier's tale"	"New York"	"R. Carter & Brothers"	1853	"M"	1									11842
"Wright2-0364"	"Brierwood, Frank."	"Mabel Clifton"	"Philadelphia"	"Claxton, Remsen & Haffelfinger"	1869	"M"	1									82406
"Wright2-0365"	"Bright, A. M."	"The three Bernices, or, Ansermo of the Crag"	"Philadelphia"	"Claxton, Remsen & Haffelfinger"	1869	"F"	0									103840
"Wright2-0366"	"Brinton, Bulah"	"Man is love"	"Philadelphia"	"J.B. Lippincott"	1873	"F"	1								1886	181050
"Wright2-0367"	"Anonymous"	"Brisée"	"Philadelphia"	"J.B. Lippincott"	1862											83896
"Wright2-0368"	"Bristed, Charles Astor"	"The upper ten thousand"	"New York"	"Stringer & Townsend"	1852	"M"	1							1820	1874	79557
"Wright2-0369"	"Brittan, Harriette G."	"Shoshie"	"New York"	"T. Whittaker"	1873	"F"	1							1823	1897	38991
"Wright2-0370"	"Anonymous"	"Broken columns"	"New York"	"Sheldon"	1863											192328
"Wright2-0371"	"Anonymous"	"Brook Farm"	"New York"	"R. Carter & Brothers"	1860											32525
"Wright2-0371A"	"Brooks, Alice"	"Day dreams"	"Baltimore"	"Turnbull Brothers"	1874	"F"	1								1900	84574
"Wright2-0372"	"Anonymous"	"Brother Mason, the circuit rider, or, Ten years a Methodist preacher"	"Cincinnati"	"H.M. Rulison"	1858											75948
